Idxcd,Idxnmabbr,Date,PrevClPr,Oppr,Hipr,Lopr,Clpr,Trdvol,Trdsum,Trades,Yrflg,Yrtrds,Qtrflg,Qtrtrds,Monflg,Montrds,Wkflg,Wktrds,InnerCode
000001,上证指数,1999-06-02,1311.59,1319.83,1330.28,1287.01,1287.93,1701745200,17164973867.00,,,,,,,,,,1
000001,上证指数,1999-06-03,1287.93,1280.48,1286.91,1259.01,1268.32,1221028900,12440116898.00,,,,,,,,,,1
000001,上证指数,1999-06-04,1268.32,1271.17,1288.00,1271.16,1285.58,1051849300,11353103174.00,,,,,,,,1,5,1
000001,上证指数,1999-06-07,1285.58,1287.46,1326.61,1285.15,1326.52,1232226300,13072743775.00,,,,,,,,,,1
000001,上证指数,1999-06-08,1326.52,1336.03,1341.64,1319.50,1333.64,1331773200,13637842054.00,,,,,,,,,,1
000001,上证指数,1999-06-09,1333.64,1334.85,1350.14,1323.99,1348.61,1279578500,12810818440.00,,,,,,,,,,1
000001,上证指数,1999-06-10,1348.61,1371.00,1382.07,1353.56,1364.35,1953817100,18276150969.00,,,,,,,,,,1
000001,上证指数,1999-06-11,1364.35,1364.28,1376.78,1359.28,1370.39,1438823900,13764192911.00,,,,,,,,1,5,1
000001,上证指数,1999-06-14,1370.39,1382.53,1427.77,1382.53,1427.71,1824576700,17336537594.00,,,,,,,,,,1
000001,上证指数,1999-06-15,1427.71,1453.33,1477.14,1366.65,1387.59,2633084100,26645453067.00,,,,,,,,,,1
000001,上证指数,1999-06-16,1387.59,1402.35,1460.17,1402.30,1460.17,1879538600,20060609069.00,,,,,,,,,,1
000001,上证指数,1999-06-17,1460.17,1483.06,1501.02,1450.20,1501.01,2477518200,27754120923.00,,,,,,,,,,1
000001,上证指数,1999-06-18,1501.01,1511.88,1516.13,1480.98,1498.92,2346539800,26349507758.00,,,,,,,,1,5,1
000001,上证指数,1999-06-21,1498.92,1506.83,1546.61,1503.40,1546.41,2093181600,23396684222.00,,,,,,,,,,1
000001,上证指数,1999-06-22,1546.41,1551.88,1564.45,1524.50,1564.44,1955512500,22159665689.00,,,,,,,,,,1
000001,上证指数,1999-06-23,1564.44,1571.27,1606.50,1566.63,1606.50,2210186300,25757269203.00,,,,,,,,,,1
000001,上证指数,1999-06-24,1606.50,1615.63,1654.55,1611.99,1654.11,2552094000,31165214037.00,,,,,,,,,,1
000001,上证指数,1999-06-25,1654.11,1665.99,1705.21,1591.08,1593.86,3258000800,40623195845.00,,,,,,,,1,5,1
000001,上证指数,1999-06-28,1593.86,1606.28,1693.16,1606.28,1693.16,2350915600,29139361483.00,,,,,,,,,,1
000001,上证指数,1999-06-29,1693.16,1722.74,1742.15,1691.34,1739.21,2482827500,31550216567.00,,,,,,,,,,1
000001,上证指数,1999-06-30,1739.21,1755.56,1756.18,1666.01,1689.43,2733500400,34103967153.00,,,,1,64,1,22,,,1
000001,上证指数,1999-07-01,1689.43,1678.84,1678.84,1540.03,1560.79,2092579100,25031067185.00,,,,,,,,,,1
000001,上证指数,1999-07-02,1560.79,1570.56,1620.54,1532.44,1613.53,1880980300,22709018434.00,,,,,,,,1,5,1
000001,上证指数,1999-07-05,1613.53,1627.25,1630.38,1573.73,1581.82,1517532600,17790902159.00,,,,,,,,,,1
000001,上证指数,1999-07-06,1581.82,1568.83,1580.23,1504.37,1517.25,1116453700,12505758776.00,,,,,,,,,,1
000001,上证指数,1999-07-07,1517.25,1515.16,1568.67,1507.55,1568.65,1067174900,12277533248.00,,,,,,,,,,1
000001,上证指数,1999-07-08,1568.65,1579.14,1591.13,1560.43,1577.99,1046305800,12900181996.00,,,,,,,,,,1
000001,上证指数,1999-07-09,1577.99,1577.79,1594.58,1563.16,1584.75,1019018300,12386717383.00,,,,,,,,1,5,1
000001,上证指数,1999-07-12,1584.75,1588.38,1589.90,1545.56,1559.73,1023281000,12317244521.00,,,,,,,,,,1
000001,上证指数,1999-07-13,1559.73,1547.34,1547.34,1511.43,1524.82,800671700,8994381097.00,,,,,,,,,,1
000001,上证指数,1999-07-14,1524.82,1526.98,1559.66,1526.22,1559.52,856056800,9510967859.00,,,,,,,,,,1
000001,上证指数,1999-07-15,1559.52,1565.04,1567.83,1545.07,1549.34,802642100,9128764219.00,,,,,,,,,,1
000001,上证指数,1999-07-16,1549.34,1547.46,1547.61,1512.78,1519.74,802712500,8890687393.00,,,,,,,,1,5,1
000001,上证指数,1999-07-19,1519.74,1500.45,1509.99,1473.23,1479.08,741234200,8146576482.00,,,,,,,,,,1
000001,上证指数,1999-07-20,1479.08,1476.03,1574.75,1471.51,1574.60,924062000,11257166850.00,,,,,,,,,,1
000001,上证指数,1999-07-21,1574.60,1586.89,1626.95,1573.70,1609.81,1538115000,20720641246.00,,,,,,,,,,1
000001,上证指数,1999-07-22,1609.81,1606.86,1606.86,1548.50,1550.73,1153082500,13709622726.00,,,,,,,,,,1
000001,上证指数,1999-07-23,1550.73,1552.25,1597.18,1552.24,1585.98,903084300,11000464247.00,,,,,,,,1,5,1
000001,上证指数,1999-07-26,1585.98,1592.41,1607.07,1587.38,1602.03,875920900,10225498132.00,,,,,,,,,,1
000001,上证指数,1999-07-27,1602.03,1605.37,1607.05,1580.82,1590.71,855372900,9525969279.00,,,,,,,,,,1
000001,上证指数,1999-07-28,1590.71,1592.45,1609.79,1584.25,1597.20,800529000,9483968904.00,,,,,,,,,,1
000001,上证指数,1999-07-29,1597.20,1610.12,1615.75,1585.84,1595.86,662365100,7986494491.00,,,,,,,,,,1
000001,上证指数,1999-07-30,1595.86,1599.94,1605.27,1587.34,1601.46,689067900,8163615685.00,,,,,,1,22,1,5,1
000001,上证指数,1999-08-02,1601.46,1607.06,1622.38,1603.37,1616.28,884575800,10094541980.00,,,,,,,,,,1
000001,上证指数,1999-08-03,1616.28,1622.30,1626.91,1609.12,1626.84,953643100,10195619166.00,,,,,,,,,,1
000001,上证指数,1999-08-04,1626.84,1630.99,1649.26,1630.99,1649.13,1057628900,12379571739.00,,,,,,,,,,1
000001,上证指数,1999-08-05,1649.13,1654.53,1658.69,1641.86,1653.54,1115775900,12885891539.00,,,,,,,,,,1
000001,上证指数,1999-08-06,1653.54,1655.31,1656.59,1601.84,1646.59,1445523300,15556483025.00,,,,,,,,1,5,1
000001,上证指数,1999-08-09,1646.59,1650.28,1651.64,1624.72,1628.84,1050968400,11510285379.00,,,,,,,,,,1
000001,上证指数,1999-08-10,1628.84,1622.97,1623.03,1597.22,1602.15,915876900,9513706030.00,,,,,,,,,,1
000001,上证指数,1999-08-11,1602.15,1598.02,1607.68,1574.71,1583.40,643794800,7089394741.00,,,,,,,,,,1
000001,上证指数,1999-08-12,1583.40,1583.51,1594.89,1566.71,1575.64,510923600,5654972708.00,,,,,,,,,,1
000001,上证指数,1999-08-13,1575.64,1581.23,1591.49,1569.30,1571.90,462120600,4933741776.00,,,,,,,,1,5,1
000001,上证指数,1999-08-16,1571.90,1568.90,1570.21,1546.84,1560.07,507945400,5240394988.00,,,,,,,,,,1
000001,上证指数,1999-08-17,1560.07,1562.56,1596.15,1562.56,1576.41,674562300,7168324492.00,,,,,,,,,,1
000001,上证指数,1999-08-18,1576.41,1578.26,1582.02,1555.98,1581.93,530586000,5605023954.00,,,,,,,,,,1
000001,上证指数,1999-08-19,1581.93,1587.90,1645.84,1587.87,1637.74,1141407200,12933454205.00,,,,,,,,,,1
000001,上证指数,1999-08-20,1637.74,1645.54,1651.17,1627.04,1628.93,924956500,10684114105.00,,,,,,,,1,5,1
000001,上证指数,1999-08-23,1628.93,1631.44,1645.00,1626.95,1645.00,884305700,10083875504.00,,,,,,,,,,1
000001,上证指数,1999-08-24,1645.00,1650.54,1655.14,1638.96,1648.47,888156500,10704356368.00,,,,,,,,,,1
000001,上证指数,1999-08-25,1648.47,1649.61,1651.09,1618.54,1625.77,724648800,8452829716.00,,,,,,,,,,1
000001,上证指数,1999-08-26,1625.77,1622.17,1638.23,1615.86,1638.23,630348400,7140198711.00,,,,,,,,,,1
000001,上证指数,1999-08-27,1638.23,1642.06,1644.47,1627.26,1633.90,649846400,7405009100.00,,,,,,,,1,5,1
000001,上证指数,1999-08-30,1633.90,1635.55,1637.31,1614.45,1619.04,715744800,7774117366.00,,,,,,,,,,1
000001,上证指数,1999-08-31,1619.04,1622.88,1630.01,1609.80,1627.12,521275800,5946363402.00,,,,,,1,22,,,1
000001,上证指数,1999-09-01,1627.12,1627.82,1629.08,1595.96,1599.55,514374900,5778714685.00,,,,,,,,,,1
000001,上证指数,1999-09-02,1599.55,1591.58,1614.11,1572.42,1611.96,546078900,6258215310.00,,,,,,,,,,1
000001,上证指数,1999-09-03,1611.96,1613.30,1614.41,1583.45,1587.89,445070800,5283487322.00,,,,,,,,1,5,1
000001,上证指数,1999-09-06,1587.89,1577.51,1577.56,1556.83,1560.68,349922000,4024103504.00,,,,,,,,,,1
000001,上证指数,1999-09-07,1560.68,1558.86,1574.65,1556.74,1562.79,329569400,3981029464.00,,,,,,,,,,1
000001,上证指数,1999-09-08,1562.79,1563.62,1581.93,1563.61,1571.60,306695000,3706187423.00,,,,,,,,,,1
000001,上证指数,1999-09-09,1571.60,1590.71,1675.26,1590.70,1675.12,1188557600,14985907454.00,,,,,,,,,,1
000001,上证指数,1999-09-10,1675.12,1690.03,1695.64,1656.72,1659.93,1422933100,18600280345.00,,,,,,,,1,5,1
000001,上证指数,1999-09-13,1659.93,1664.51,1671.64,1656.17,1670.14,885252200,10974559335.00,,,,,,,,,,1
000001,上证指数,1999-09-14,1670.14,1675.71,1681.85,1668.13,1672.89,805643100,10136835055.00,,,,,,,,,,1
000001,上证指数,1999-09-15,1672.89,1675.19,1679.14,1657.79,1662.80,689070900,8906705836.00,,,,,,,,,,1
000001,上证指数,1999-09-16,1662.80,1662.46,1664.96,1643.98,1645.51,561539600,7305042055.00,,,,,,,,,,1
000001,上证指数,1999-09-17,1645.51,1644.80,1662.17,1636.48,1648.56,507106500,6448291175.00,,,,,,,,1,5,1
000001,上证指数,1999-09-20,1648.56,1649.12,1651.54,1628.89,1633.84,397172300,4900912306.00,,,,,,,,,,1
000001,上证指数,1999-09-21,1633.84,1630.02,1630.27,1617.81,1625.59,319078300,4028272401.00,,,,,,,,,,1
000001,上证指数,1999-09-22,1625.59,1625.17,1632.41,1613.58,1617.06,289188600,3670169413.00,,,,,,,,,,1
000001,上证指数,1999-09-23,1617.06,1618.77,1622.67,1597.12,1604.20,351646100,4302763158.00,,,,,,,,,,1
000001,上证指数,1999-09-24,1604.20,1609.83,1631.40,1609.83,1619.33,292835000,3871963614.00,,,,,,,,1,5,1
000001,上证指数,1999-09-27,1619.33,1624.46,1629.19,1598.71,1602.16,312797500,4190199728.00,,,,,,,,,,1
000001,上证指数,1999-09-28,1602.16,1602.79,1606.02,1586.55,1591.43,298698200,3722187976.00,,,,,,,,,,1
000001,上证指数,1999-09-29,1591.43,1593.72,1608.60,1581.00,1584.95,317221500,3766028603.00,,,,,,,,,,1
000001,上证指数,1999-09-30,1584.95,1588.99,1595.01,1567.72,1570.70,331652900,4045558536.00,,,,1,66,1,22,1,4,1
000001,上证指数,1999-10-08,1570.70,1568.24,1568.38,1531.80,1534.52,224406500,2482256531.00,,,,,,,,1,1,1
000001,上证指数,1999-10-11,1534.52,1529.22,1538.34,1516.62,1522.48,233117200,2655554852.00,,,,,,,,,,1
000001,上证指数,1999-10-12,1522.48,1526.45,1538.28,1526.45,1537.80,177216800,2142237964.00,,,,,,,,,,1
000001,上证指数,1999-10-13,1537.80,1540.60,1544.45,1504.39,1507.42,208775300,2286169031.00,,,,,,,,,,1
000001,上证指数,1999-10-14,1507.42,1504.50,1535.24,1494.94,1508.73,238381400,2599814713.00,,,,,,,,,,1
000001,上证指数,1999-10-15,1508.73,1515.91,1550.71,1515.91,1543.80,348059200,4145645819.00,,,,,,,,1,5,1
000001,上证指数,1999-10-18,1543.80,1547.27,1549.37,1499.46,1501.67,298420800,3517345116.00,,,,,,,,,,1
000001,上证指数,1999-10-19,1501.67,1493.47,1493.49,1468.10,1470.90,273067300,3069321856.00,,,,,,,,,,1
000001,上证指数,1999-10-20,1470.90,1469.28,1490.76,1463.43,1485.83,246573100,2798352443.00,,,,,,,,,,1
000001,上证指数,1999-10-21,1485.83,1486.93,1488.01,1452.71,1458.53,291821800,3335650310.00,,,,,,,,,,1
000001,上证指数,1999-10-22,1458.53,1457.64,1512.93,1457.50,1497.46,409426100,5005306648.00,,,,,,,,1,5,1
000001,上证指数,1999-10-25,1497.46,1499.14,1499.39,1465.14,1468.27,254975600,2912702064.00,,,,,,,,,,1
000001,上证指数,1999-10-26,1468.27,1467.52,1496.45,1467.51,1482.67,269064800,3395242803.00,,,,,,,,,,1
000001,上证指数,1999-10-27,1482.67,1509.64,1537.30,1504.99,1536.82,608247500,6969623123.00,,,,,,,,,,1
000001,上证指数,1999-10-28,1536.82,1541.29,1542.05,1507.79,1514.53,460085000,5267520905.00,,,,,,,,,,1
000001,上证指数,1999-10-29,1514.53,1515.18,1520.47,1494.71,1504.56,373295300,4325719920.00,,,,,,1,16,1,5,1
000001,上证指数,1999-11-01,1504.56,1501.74,1506.99,1488.23,1493.10,267611100,3185784390.00,,,,,,,,,,1
000001,上证指数,1999-11-02,1493.10,1491.76,1499.87,1481.57,1487.47,243153100,2895947309.00,,,,,,,,,,1
000001,上证指数,1999-11-03,1487.47,1488.37,1492.31,1472.73,1475.68,235795400,2777962007.00,,,,,,,,,,1
000001,上证指数,1999-11-04,1475.68,1474.14,1474.14,1457.14,1464.83,264957500,3075128736.00,,,,,,,,,,1
000001,上证指数,1999-11-05,1464.83,1464.60,1478.83,1460.68,1465.23,247297300,2918871306.00,,,,,,,,1,5,1
000001,上证指数,1999-11-08,1465.23,1464.49,1477.14,1458.65,1471.38,228651300,2475383923.00,,,,,,,,,,1
000001,上证指数,1999-11-09,1471.38,1474.00,1479.83,1461.48,1464.03,225040400,2436715683.00,,,,,,,,,,1
000001,上证指数,1999-11-10,1464.03,1463.69,1463.73,1436.74,1450.15,461601400,7860069768.00,,,,,,,,,,1
000001,上证指数,1999-11-11,1450.15,1449.62,1459.45,1440.98,1443.91,268946800,3352321984.00,,,,,,,,,,1
000001,上证指数,1999-11-12,1443.91,1446.26,1452.93,1444.13,1450.33,214675700,2612711994.00,,,,,,,,1,5,1
000001,上证指数,1999-11-15,1450.33,1451.55,1454.09,1436.68,1451.54,275082600,3148113722.00,,,,,,,,,,1
000001,上证指数,1999-11-16,1451.54,1463.34,1469.60,1428.75,1431.32,429260800,4853239801.00,,,,,,,,,,1
000001,上证指数,1999-11-17,1431.32,1429.71,1462.85,1427.36,1462.79,326837200,3763897283.00,,,,,,,,,,1
000001,上证指数,1999-11-18,1462.79,1466.49,1498.08,1454.47,1482.45,540927100,6753783508.00,,,,,,,,,,1
000001,上证指数,1999-11-19,1482.45,1485.05,1489.90,1466.35,1468.47,337788100,4069176827.00,,,,,,,,1,5,1
000001,上证指数,1999-11-22,1468.47,1468.22,1468.94,1457.61,1464.59,300088200,3514196177.00,,,,,,,,,,1
000001,上证指数,1999-11-23,1464.59,1464.93,1471.91,1461.38,1466.43,239337300,2855512378.00,,,,,,,,,,1
000001,上证指数,1999-11-24,1466.43,1466.09,1467.84,1451.03,1454.58,227940500,2537156686.00,,,,,,,,,,1
000001,上证指数,1999-11-25,1454.58,1451.88,1451.89,1439.94,1444.24,272208600,2629949463.00,,,,,,,,,,1
000001,上证指数,1999-11-26,1444.24,1443.44,1449.03,1441.52,1444.51,248486400,2757456058.00,,,,,,,,1,5,1
000001,上证指数,1999-11-29,1444.51,1444.01,1444.59,1432.96,1435.47,257872200,2785671901.00,,,,,,,,,,1
000001,上证指数,1999-11-30,1435.47,1433.90,1439.61,1429.55,1434.97,222247500,2433006753.00,,,,,,1,22,,,1
000001,上证指数,1999-12-01,1434.97,1434.98,1447.68,1432.95,1447.12,247394900,2878449537.00,,,,,,,,,,1
000001,上证指数,1999-12-02,1447.12,1446.69,1447.81,1433.54,1435.84,284369400,3291837005.00,,,,,,,,,,1
000001,上证指数,1999-12-03,1435.84,1436.02,1440.54,1430.66,1437.23,266985600,3072947688.00,,,,,,,,1,5,1
000001,上证指数,1999-12-06,1437.23,1436.80,1437.18,1422.73,1427.00,273980000,3156745519.00,,,,,,,,,,1
000001,上证指数,1999-12-07,1427.00,1426.69,1438.04,1424.76,1428.26,264040300,2978781955.00,,,,,,,,,,1
000001,上证指数,1999-12-08,1428.26,1428.77,1430.98,1422.05,1424.85,289976700,3290639069.00,,,,,,,,,,1
000001,上证指数,1999-12-09,1424.85,1424.91,1424.91,1413.63,1416.73,253071600,2849917621.00,,,,,,,,,,1
000001,上证指数,1999-12-10,1416.73,1416.37,1429.01,1413.45,1428.94,303440300,3518870192.00,,,,,,,,1,5,1
000001,上证指数,1999-12-13,1428.94,1429.19,1430.41,1415.29,1417.11,307158500,3758805977.00,,,,,,,,,,1
000001,上证指数,1999-12-14,1417.11,1415.71,1422.36,1411.07,1422.26,267464700,3061183010.00,,,,,,,,,,1
000001,上证指数,1999-12-15,1422.26,1423.76,1461.90,1423.74,1451.06,557607300,6738678749.00,,,,,,,,,,1
000001,上证指数,1999-12-16,1451.06,1451.73,1451.94,1432.83,1434.87,362831200,4143575429.00,,,,,,,,,,1
000001,上证指数,1999-12-17,1434.87,1434.63,1438.23,1416.74,1419.55,329462600,3799889371.00,,,,,,,,1,5,1
000001,上证指数,1999-12-21,1419.55,1416.50,1416.50,1388.06,1395.50,293787200,3150572322.00,,,,,,,,,,1
000001,上证指数,1999-12-22,1395.50,1393.83,1397.17,1383.57,1387.51,306912600,3407835580.00,,,,,,,,,,1
000001,上证指数,1999-12-23,1387.51,1386.79,1387.20,1364.92,1369.46,304607700,3288225415.00,,,,,,,,,,1
000001,上证指数,1999-12-24,1369.46,1367.69,1375.92,1352.10,1355.37,247616000,2763820744.00,,,,,,,,1,4,1
000001,上证指数,1999-12-27,1355.37,1353.53,1359.08,1341.05,1345.35,282684300,3222656436.00,,,,,,,,,,1
000001,上证指数,1999-12-28,1345.35,1346.45,1368.25,1342.94,1348.82,283555400,2964952129.00,,,,,,,,,,1
000001,上证指数,1999-12-29,1348.82,1350.27,1358.14,1341.93,1356.93,297822100,3246102305.00,,,,,,,,,,1
000001,上证指数,1999-12-30,1356.93,1357.82,1366.68,1357.82,1366.58,221251400,2359953025.00,,1,239,1,59,1,21,1,4,1
000001,上证指数,2000-01-04,1366.58,1368.69,1407.52,1361.21,1406.37,436973300,5183655478.00,,,,,,,,,,1
000001,上证指数,2000-01-05,1406.37,1407.83,1433.78,1398.32,1409.68,688029200,8137253588.00,,,,,,,,,,1
000001,上证指数,2000-01-06,1409.68,1406.04,1463.96,1400.25,1463.94,809045500,9520837821.00,,,,,,,,,,1
000001,上证指数,2000-01-07,1463.94,1477.15,1522.83,1477.15,1516.60,1635490300,19553848332.00,,,,,,,,1,4,1
000001,上证指数,2000-01-10,1516.60,1531.71,1546.72,1506.40,1545.11,1505348500,18779004296.00,,,,,,,,,,1
000001,上证指数,2000-01-11,1545.11,1547.68,1547.71,1468.76,1479.78,1282073200,15771742919.00,,,,,,,,,,1
000001,上证指数,2000-01-12,1479.78,1473.76,1489.28,1435.00,1438.02,1015826600,12656466709.00,,,,,,,,,,1
000001,上证指数,2000-01-13,1438.02,1437.45,1444.07,1418.81,1424.44,632662700,7468446925.00,,,,,,,,,,1
000001,上证指数,2000-01-14,1424.44,1426.22,1433.47,1401.71,1408.85,520596100,6256396745.00,,,,,,,,1,5,1
000001,上证指数,2000-01-17,1408.85,1408.99,1433.38,1402.66,1433.33,534213600,6289211798.00,,,,,,,,,,1
000001,上证指数,2000-01-18,1433.33,1436.89,1443.59,1421.64,1426.62,604529200,7072427251.00,,,,,,,,,,1
000001,上证指数,2000-01-19,1426.62,1425.87,1443.67,1425.14,1440.72,537901300,6493412105.00,,,,,,,,,,1
000001,上证指数,2000-01-20,1440.72,1443.09,1466.90,1443.09,1466.86,711282100,8875423232.00,,,,,,,,,,1
000001,上证指数,2000-01-21,1466.86,1471.91,1476.46,1458.93,1465.09,1052670900,13744892839.00,,,,,,,,1,5,1
000001,上证指数,2000-01-24,1465.09,1465.86,1477.41,1449.47,1477.34,1124454000,14606040584.00,,,,,,,,,,1
000001,上证指数,2000-01-25,1477.34,1483.03,1490.46,1467.44,1476.51,1025987600,12996692823.00,,,,,,,,,,1
000001,上证指数,2000-01-26,1476.51,1477.30,1482.46,1469.98,1481.12,762356100,9577438101.00,,,,,,,,,,1
000001,上证指数,2000-01-27,1481.12,1490.45,1506.92,1485.23,1506.77,1195873000,15991928333.00,,,,,,,,,,1
000001,上证指数,2000-01-28,1506.77,1514.56,1536.35,1510.75,1535.00,1508279100,20709920187.00,,,,,,1,19,1,5,1
000001,上证指数,2000-02-14,1535.00,1591.45,1674.13,1587.82,1673.94,1770447200,23152732462.00,,,,,,,,,,1
000001,上证指数,2000-02-15,1673.94,1709.22,1746.44,1663.01,1670.67,2513949900,34925465450.00,,,,,,,,,,1
000001,上证指数,2000-02-16,1670.67,1674.94,1695.88,1649.70,1693.11,2374706600,34008987799.00,,,,,,,,,,1
000001,上证指数,2000-02-17,1693.11,1734.27,1770.88,1615.63,1640.65,3314081400,47262154924.00,,,,,,,,,,1
000001,上证指数,2000-02-18,1640.65,1623.96,1668.16,1583.58,1668.09,1858879500,25842079490.00,,,,,,,,1,5,1
000001,上证指数,2000-02-21,1668.09,1681.36,1697.01,1652.48,1677.14,2282089100,32611153001.00,,,,,,,,,,1
000001,上证指数,2000-02-22,1677.14,1681.30,1687.51,1627.47,1632.29,1872796500,26178810777.00,,,,,,,,,,1
000001,上证指数,2000-02-23,1632.29,1618.01,1630.55,1586.63,1594.93,1363496700,18577117881.00,,,,,,,,,,1
000001,上证指数,2000-02-24,1594.93,1593.95,1634.32,1593.93,1634.31,1047496100,14762150400.00,,,,,,,,,,1
000001,上证指数,2000-02-25,1634.31,1639.92,1650.37,1618.18,1631.58,1288057000,18507119424.00,,,,,,,,1,5,1
000001,上证指数,2000-02-28,1631.58,1639.80,1704.88,1639.70,1704.86,1676122900,24422221393.00,,,,,,,,,,1
000001,上证指数,2000-02-29,1704.86,1728.14,1733.14,1678.35,1714.58,2171787600,32195627575.00,,,,,,1,12,,,1
000001,上证指数,2000-03-01,1714.58,1720.60,1721.14,1692.51,1697.74,1730486300,23873727984.00,,,,,,,,,,1
000001,上证指数,2000-03-02,1697.74,1697.56,1721.60,1682.54,1713.01,1470587800,20352629628.00,,,,,,,,,,1
000001,上证指数,2000-03-03,1713.01,1728.36,1750.65,1721.71,1738.02,1845733400,25769940027.00,,,,,,,,1,5,1
000001,上证指数,2000-03-06,1738.02,1756.31,1762.83,1678.74,1681.09,1942471900,26614710320.00,,,,,,,,,,1
000001,上证指数,2000-03-07,1681.09,1661.95,1694.89,1654.44,1694.80,1295183200,16439153724.00,,,,,,,,,,1
000001,上证指数,2000-03-08,1694.80,1699.46,1726.04,1690.12,1726.03,1289477100,17218276876.00,,,,,,,,,,1
000001,上证指数,2000-03-09,1726.03,1734.77,1741.22,1714.92,1732.35,1353769500,18604738177.00,,,,,,,,,,1
000001,上证指数,2000-03-10,1732.35,1731.94,1743.14,1701.79,1705.05,1193533200,16396585833.00,,,,,,,,1,5,1
000001,上证指数,2000-03-13,1705.05,1706.77,1729.01,1706.35,1728.88,961611300,12882177259.00,,,,,,,,,,1
000001,上证指数,2000-03-14,1728.88,1690.65,1700.37,1636.89,1685.35,1438800200,18661140578.00,,,,,,,,,,1
000001,上证指数,2000-03-15,1685.35,1680.30,1695.16,1676.54,1681.47,1219290200,15695368397.00,,,,,,,,,,1
000001,上证指数,2000-03-16,1681.47,1671.10,1671.18,1596.07,1607.53,1173962800,13637374542.00,,,,,,,,,,1
000001,上证指数,2000-03-17,1607.53,1602.36,1661.98,1602.34,1658.60,1069363700,13894298986.00,,,,,,,,1,5,1
000001,上证指数,2000-03-20,1658.60,1646.31,1699.28,1641.77,1699.25,1368333100,17219288390.00,,,,,,,,,,1
000001,上证指数,2000-03-21,1699.25,1704.09,1713.21,1692.68,1710.32,1388214500,17635833149.00,,,,,,,,,,1
000001,上证指数,2000-03-22,1710.32,1713.24,1726.59,1711.16,1720.45,1208528800,16886298983.00,,,,,,,,,,1
000001,上证指数,2000-03-23,1720.45,1724.19,1747.28,1711.41,1747.24,1350474500,17432799992.00,,,,,,,,,,1
000001,上证指数,2000-03-24,1747.24,1761.44,1770.26,1729.48,1730.50,1742646700,22612751150.00,,,,,,,,1,5,1
000001,上证指数,2000-03-27,1730.50,1736.70,1776.02,1736.70,1775.91,1586679900,20103056592.00,,,,,,,,,,1
000001,上证指数,2000-03-28,1775.91,1788.83,1799.95,1774.48,1791.44,1930418100,22388118225.00,,,,,,,,,,1
000001,上证指数,2000-03-29,1791.44,1797.88,1803.83,1763.62,1788.81,1582907100,19240329465.00,,,,,,,,,,1
000001,上证指数,2000-03-30,1788.81,1793.68,1811.06,1790.85,1810.98,1415528000,18011558892.00,,,,,,,,,,1
000001,上证指数,2000-03-31,1810.98,1810.55,1810.90,1780.41,1800.23,1501980400,18557538113.00,,,,1,54,1,23,1,5,1
000001,上证指数,2000-04-03,1800.23,1799.58,1816.86,1798.25,1801.00,1331152800,17921336572.00,,,,,,,,,,1
000001,上证指数,2000-04-04,1801.00,1795.16,1795.16,1755.98,1760.69,1171900400,14832911490.00,,,,,,,,,,1
000001,上证指数,2000-04-05,1760.69,1756.30,1776.72,1746.30,1771.20,943465600,12163813231.00,,,,,,,,,,1
000001,上证指数,2000-04-06,1771.20,1775.78,1809.17,1775.68,1809.14,1168020000,14467548973.00,,,,,,,,,,1
000001,上证指数,2000-04-07,1809.14,1816.79,1822.62,1807.54,1819.90,1330231800,15687580423.00,,,,,,,,1,5,1
000001,上证指数,2000-04-10,1819.90,1826.61,1831.85,1815.99,1826.06,1375398400,16191760703.00,,,,,,,,,,1
000001,上证指数,2000-04-11,1826.06,1826.40,1828.06,1812.01,1821.17,1125386100,14330792509.00,,,,,,,,,,1
000001,上证指数,2000-04-12,1821.17,1822.40,1823.83,1785.33,1807.33,1029783800,12673764958.00,,,,,,,,,,1
000001,上证指数,2000-04-13,1807.33,1807.84,1832.08,1807.71,1831.55,1361559400,14957152882.00,,,,,,,,,,1
000001,上证指数,2000-04-14,1831.55,1835.86,1840.19,1820.67,1833.67,1498059700,16797711460.00,,,,,,,,1,5,1
000001,上证指数,2000-04-17,1833.67,1829.62,1829.93,1778.88,1795.06,1501861500,18003229605.00,,,,,,,,,,1
000001,上证指数,2000-04-18,1795.06,1794.34,1813.57,1779.29,1813.50,1065513300,12563863048.00,,,,,,,,,,1
000001,上证指数,2000-04-19,1813.50,1819.08,1831.57,1817.21,1828.71,1078532200,13316995748.00,,,,,,,,,,1
000001,上证指数,2000-04-20,1828.71,1831.66,1847.51,1831.49,1847.03,1326662800,16462693421.00,,,,,,,,,,1
000001,上证指数,2000-04-21,1847.03,1851.31,1858.27,1834.85,1841.06,1361610900,17103618382.00,,,,,,,,1,5,1
000001,上证指数,2000-04-24,1841.06,1844.70,1848.97,1827.17,1837.40,1308033200,15674670698.00,,,,,,,,,,1
000001,上证指数,2000-04-25,1837.40,1838.05,1841.86,1815.63,1833.47,919648800,11112358972.00,,,,,,,,,,1
000001,上证指数,2000-04-26,1833.47,1835.67,1842.89,1826.39,1832.78,868580100,10596516977.00,,,,,,,,,,1
000001,上证指数,2000-04-27,1832.78,1835.60,1840.57,1803.58,1806.83,962050900,12226645927.00,,,,,,,,,,1
000001,上证指数,2000-04-28,1806.83,1805.50,1836.33,1797.71,1836.32,847643400,11373339260.00,,,,,,1,20,1,5,1
