Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
688,建新矿业,0.2043,0.3302,1.7382,1008.2231,,93.3789,93.2957,3.1369,-105.4812,,-105.1649,0.0993,0.0993,,1.8451,32.7575,1.0489,20.8491,0.997,CSRC有色金属矿采选业,Wind材料Ⅱ
690,宝新能源,0.26,0.7753,2.2191,59.808,2.4881,23.5253,29.5593,24.9579,11.4236,12.6448,5.1135,1.3307,0.7935,1.4881,2.5713,7.37,1.674,0.9289,0.4476,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
691,亚太实业,0.0035,-0.0022,0.4536,34.2878,1.5218,74.2652,76.4433,43.2561,6.1256,0.7735,1.1977,2.8334,0.331,0.579,0.1648,,0.2678,207.168,0.1955,CSRC房地产业,Wind房地产
692,惠天热电,0.11,0.6337,4.6769,62.2123,2.6464,32.722,90.7224,10.0028,1.9508,2.3159,0.8611,0.5798,0.4865,1.6526,3.1934,6.7251,1.1195,0.9536,0.4414,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
693,华泽钴镍,-0.267,0.0134,5.4413,213.2692,,62.1729,98.0841,-68.7543,-216.7177,,-30.9461,0.2972,0.2914,,12.6057,10.02,0.2478,0.3716,0.1428,CSRC有色金属矿采选业,Wind材料Ⅱ
695,滨海能源,0.01,0.8727,1.3948,70.9961,3.4478,35.7568,97.9343,4.2881,0.6702,0.9973,0.4271,0.5143,0.4286,2.7265,10.8271,3.1555,1.5939,1.3684,0.6372,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
697,炼石有色,0.0925,0.0452,1.0296,17.0988,1.2063,38.3746,100,52.9011,21.2934,10.9961,7.4155,2.2443,1.863,0.207,2.329,1.8126,0.6531,0.8653,0.3483,CSRC有色金属矿采选业,Wind材料Ⅱ
698,沈阳化工,-0.24,-0.0055,4.6313,56.4337,2.2954,21.3025,61.4618,4.4009,-1.594,-5.1257,-2.3611,0.6142,0.4305,1.2937,22.0335,355.6002,7.286,2.2748,1.4813,CSRC石油加工、炼焦和核燃料加工业,Wind材料Ⅱ
700,模塑科技,0.591,1.0061,3.8676,66.0946,2.9494,46.2229,99.9551,26.3792,7.4515,16.4081,4.6185,0.6997,0.4768,2.2292,3.232,5.8236,1.355,2.8526,0.6198,CSRC汽车制造业,Wind汽车与汽车零部件
701,厦门信达,0.32,-4.4224,3.386,78.2629,4.6004,82.0927,99.6767,3.9546,0.8139,9.846,2.8307,1.0523,0.6462,5.2094,10.0643,36.1014,4.3089,46.2443,3.478,CSRC批发业,Wind零售业
702,正虹科技,0.0142,0.3796,1.7042,49.6521,1.9862,48.5422,94.492,7.8556,0.2374,0.8436,0.5353,1.0346,0.6343,0.9966,10.0162,169.3699,4.9851,5.4228,2.2547,CSRC农副食品加工业,Wind食品、饮料与烟草
703,恒逸石化,0.27,0.1337,4.4755,67.1032,3.0398,41.6868,89.9773,4.3054,1.3882,5.9201,2.0777,0.6904,0.5314,2.7607,11.9393,92.9839,3.2596,4.341,1.4966,CSRC化学纤维制造业,Wind材料Ⅱ
705,浙江震元,0.36,0.7571,6.6037,32.8037,1.4882,74.7365,98.7733,14.2749,2.6113,5.802,3.2944,2.3066,1.7665,0.4913,5.2691,5.8665,1.755,8.5309,1.2616,CSRC批发业,Wind医疗保健设备与服务
707,双环科技,0.0197,1.2927,4.5118,74.5206,3.9247,41.9352,86.7707,15.2197,0.1873,0.4388,0.1046,0.6485,0.3154,3.0033,2.6512,13.8643,1.3422,1.1838,0.5584,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
708,大冶特钢,0.486,0.1622,6.5367,30.9464,1.4482,36.7046,91.0895,8.337,2.6865,7.4773,4.8734,1.3021,0.5732,0.4481,7.9072,28.7932,4.4537,3.4353,1.814,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
709,河北钢铁,0.01,0.5094,4.0063,71.2047,3.4728,34.1887,95.2537,8.2627,0.1244,0.2567,0.0939,0.5041,0.2764,2.5907,4.4225,106.2334,2.1908,1.9107,0.7547,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
710,天兴仪表,0.0026,0.3192,0.7807,63.732,2.7573,65.7001,99.6779,12.6038,0.067,0.3348,0.0637,1.0342,0.8109,1.8411,5.9426,5.7899,1.3895,4.3701,0.951,CSRC汽车制造业,Wind汽车与汽车零部件
711,天伦置业,0.01,0.1515,2.2718,53.8058,2.1648,6.7174,33.8745,72.9895,0.1513,0.6033,0.0117,0.3686,0.3686,1.1455,,106.6586,0.3843,2.0224,0.0771,CSRC房地产业,Wind房地产
712,锦龙股份,0.067,0.073,4.9569,17.174,1.2074,52.3883,8.3404,47.4957,29.7616,1.5277,1.3918,36.5742,36.5489,0.2098,45.9436,9.5534,0.1252,0.5904,0.0468,CSRC水的生产和供应业,Wind公用事业Ⅱ
713,丰乐种业,0.2289,0.1785,4.0287,34.2131,1.5201,67.8838,95.9543,19.6613,3.7072,5.8312,3.7097,2.0678,0.9316,0.5238,2.1829,19.4733,1.4644,5.7438,1.0007,CSRC农、林、牧、渔服务业,Wind食品、饮料与烟草
715,中兴商业,0.36,0.9986,4.2483,45.4237,1.8323,41.2291,98.6502,18.344,2.9811,8.7613,4.8041,0.9201,0.8302,0.8323,32.9757,,4.2997,3.4759,1.6115,CSRC零售业,Wind零售业
716,南方食品,0.135,0.0795,2.7759,63.6328,2.7497,33.3971,78.4537,41.4509,2.7307,5.7092,1.9714,0.669,0.5246,1.7616,5.5362,10.41,2.0994,1.8676,0.7219,CSRC食品制造业,Wind食品、饮料与烟草
717,韶钢松山,-1.17,1.2526,1.6355,86.673,7.5036,29.514,94.0613,-3.4358,-10.133,-52.6794,-8.7029,0.362,0.2123,6.5036,7.0236,127.9437,2.3764,1.5592,0.8589,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
718,苏宁环球,0.42,1.0078,2.45,73.0568,3.7115,96.3849,81.612,41.8092,19.4877,18.8691,4.7064,1.6166,0.1559,2.7932,0.1603,39.3195,0.2506,9.9611,0.2415,CSRC房地产业,Wind房地产
719,大地传媒,0.45,0.7197,3.9239,32.4546,1.4805,70.1415,98.6395,21.8836,8.2956,12.1207,7.7712,2.191,1.6187,0.4884,3.6796,7.4535,1.3767,4.7359,0.9368,CSRC新闻和出版业,Wind媒体Ⅱ
720,新能泰山,0.04,0.4892,0.8643,84.376,6.4004,17.6365,53.7487,12.2159,1.8024,4.6876,0.9648,0.3889,0.2942,6.382,9.5482,5.955,3.2301,0.7546,0.5353,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
721,西安饮食,0.0796,0.1797,2.7235,37.0423,1.5884,25.7566,95.0031,59.0526,2.4684,3.0735,2.2104,0.7319,0.584,0.5985,7.2391,95.6375,2.9219,2.5914,0.8955,CSRC餐饮业,Wind消费者服务Ⅱ
722,湖南发展,0.34,0.43,4.5182,1.6418,1.0167,19.6261,93.0375,63.1871,60.7098,7.746,7.6322,12.8486,12.7852,0.0167,56.7558,27.3493,0.808,0.169,0.1257,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
723,美锦能源,-0.11,-0.4653,3.1697,39.0669,1.6411,69.7957,100,6.4212,-2.7935,-6.6148,-3.8911,1.7866,1.5287,0.6918,7.6162,8.2196,1.9719,4.9431,1.3929,CSRC石油加工、炼焦和核燃料加工业,Wind能源Ⅱ
725,京东方A,0.019,0.2284,1.9145,47.4486,1.9029,38.4934,38.99,11.568,0.7155,1.003,0.2714,2.0807,1.8657,1.23,9.5255,6.6449,0.9585,0.8191,0.3793,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
726,鲁泰A,0.71,1.1601,5.2223,30.6452,1.4419,39.6972,96.77,26.8579,12.1309,13.6721,9.0015,1.3386,0.642,0.4742,2.5759,27.4812,1.8223,1.5383,0.742,CSRC纺织业,Wind耐用消费品与服装
727,华东科技,-0.1342,0.389,1.2836,64.9322,2.8516,41.4248,96.2661,8.639,-8.961,-9.7293,-6.4801,0.6627,0.4529,1.6762,5.0773,5.0205,1.7842,1.7814,0.7231,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
728,国元证券,0.21,-1.4134,7.609,34.6984,1.5314,,,,26.5619,2.7347,1.7884,,,0.5314,,,,1.0851,0.0673,CSRC资本市场服务,Wind多元金融
729,燕京啤酒,0.246,0.5285,3.8661,39.4888,1.6526,35.0634,96.3142,38.4282,5.0157,6.6597,3.7459,0.9219,0.3014,0.7379,1.9401,106.7843,2.0965,1.4984,0.7468,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
731,四川美丰,0.6006,0.6679,4.6065,48.7656,1.9518,39.589,50.9468,9.0148,4.1076,13.6317,6.4371,1.5935,1.3202,0.9386,18.6581,168.3224,3.8628,5.3935,1.5671,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
732,泰禾集团,0.3159,-0.7889,2.1393,82.5943,5.7452,94.713,46.6138,35.5409,12.1235,16.0903,2.8859,2.4601,0.91,5.0128,0.2248,10.4875,0.2509,60.6763,0.238,CSRC房地产业,Wind房地产
733,振华科技,0.24,0.0625,5.9881,34.4507,1.5256,67.626,79.7241,19.8542,3.114,4.0242,2.5114,2.4622,1.7281,0.5951,3.0984,5.0042,1.21,3.8607,0.8065,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
735,罗牛山,0.024,-0.0823,1.9298,58.2561,2.3956,42.9048,48.3306,17.4948,3.672,1.2211,0.7825,1.5239,0.9144,1.4963,1.135,44.6066,0.5562,1.023,0.2131,CSRC畜牧业,Wind食品、饮料与烟草
736,中房地产,0.42,1.0019,5.2344,40.2639,1.674,92.2395,71.5252,29.6232,19.0373,8.3658,4.5488,3.2029,0.9289,0.7337,0.2525,2529.9631,0.2701,48.1362,0.2389,CSRC房地产业,Wind房地产
737,南风化工,0.2553,0.0557,0.8707,86.3874,7.3461,48.7726,85.1122,18.4785,5.5943,34.3651,4.0885,0.6633,0.481,6.0549,4.5324,9.3641,1.6338,1.856,0.7308,CSRC化学原料和化学制品制造业,Wind家庭与个人用品
738,中航动控,0.2086,0.2111,2.836,42.3271,1.7339,58.2495,63.3942,25.1938,9.0627,7.6375,4.2884,2.1708,1.6114,0.7497,2.228,3.0254,0.7903,2.2,0.4732,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
739,普洛药业,0.3662,1.3084,5.2628,66.7519,3.0077,50.4522,95.9321,23.1993,3.8663,12.7891,4.3622,0.7879,0.6063,2.0291,6.8572,8.6204,2.3664,3.069,1.1283,CSRC医药制造业,Wind制药、生物科技与生命科学
748,长城信息,0.18,0.1043,3.2614,42.7806,1.7477,56.7469,65.5044,18.1495,5.4196,5.5923,3.6275,2.025,1.6761,0.8239,6.2356,5.7913,1.1857,7.0542,0.6693,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
750,国海证券,0.07,0.2923,1.5288,73.5803,3.7851,,,,11.2441,4.9198,1.4551,,,3.0576,,,,6.0152,0.1294,CSRC资本市场服务,Wind多元金融
751,*ST锌业,-2.47,-0.7518,-3.0259,205.5935,,36.8798,96.83,-8.5524,-79.926,,-67.1477,0.1853,0.0605,,3.6347,79.258,1.9821,2.5642,0.8401,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
752,西藏发展,0.0848,0.8188,2.4121,13.83,1.1605,27.9117,96.6559,28.982,14.3431,3.5619,6.0158,2.088,1.9334,0.2498,14.7855,3075.705,1.6658,1.9465,0.4194,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
753,漳州发展,0.2,-1.0489,2.2658,69.2971,3.257,77.1733,93.3932,13.0157,2.9419,12.4029,3.1406,1.1924,0.5638,2.7963,2.4276,13.7111,1.4529,10.7384,1.0676,CSRC零售业,Wind零售业
755,*ST三维,-0.618,0.0471,4.1437,72.6023,3.6499,27.3613,86.5475,2.9687,-5.6858,-13.8916,-5.6523,0.4354,0.2807,2.6819,8.9883,62.9464,3.2879,1.9587,0.9941,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
756,新华制药,0.05,0.0827,3.7989,51.0238,2.0418,38.5822,55.12,17.6448,0.8838,1.3729,0.7919,1.3718,0.892,1.0656,5.3581,11.4602,2.3389,2.3905,0.8961,CSRC医药制造业,Wind制药、生物科技与生命科学
757,浩物股份,0.1,0.2375,0.1568,90.3116,10.3216,83.4045,70.1242,28.4955,7.691,112.8425,6.9255,1.317,1.1291,9.3216,4.1189,3.0459,1.091,7.0176,0.9005,CSRC通用设备制造业,Wind汽车与汽车零部件
758,中色股份,0.232,-1.4844,3.2791,70.0724,3.3414,60.5002,77.1269,8.66,1.5547,8.2817,1.6025,1.1194,0.7382,4.3474,4.7063,10.6539,1.8176,5.4077,1.0308,CSRC有色金属矿采选业,Wind材料Ⅱ
759,中百集团,0.3,1.4933,4.2339,63.168,2.715,51.0254,99.8452,19.8801,1.2821,7.3762,2.5571,0.809,0.4399,1.7325,6.5174,243.1866,3.8005,7.5687,1.9946,CSRC零售业,Wind食品与主要用品零售Ⅱ
760,博盈投资,0.02,-0.2825,0.7873,77.3836,4.4216,72.5896,100,12.6741,0.7484,2.5073,0.6111,0.938,0.6539,3.4216,3.2598,3.9695,1.1311,4.9881,0.8166,CSRC汽车制造业,Wind汽车与汽车零部件
761,本钢板材,0.025,0.5688,5.1797,60.0391,2.5024,46.1677,89.1776,6.0593,0.1558,0.4504,0.175,0.8623,0.385,1.5059,3.7023,127.7959,2.3524,2.5397,1.1234,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
762,西藏矿业,-0.2678,0.1001,3.5826,17.3278,1.2096,68.2754,84.1447,27.0003,-31.3522,-7.1156,-6.2067,4.6827,4.2962,0.2557,2.1032,5.132,0.2859,1.3137,0.198,CSRC黑色金属矿采选业,Wind材料Ⅱ
766,通化金马,0.01,-0.0145,1.3799,30.762,1.4443,57.8082,95.3814,55.1092,3.0213,0.6288,0.4346,1.9702,0.8676,0.4443,0.2004,0.9469,0.2484,1.1596,0.1439,CSRC医药制造业,Wind制药、生物科技与生命科学
767,漳泽电力,0.21,0.3163,1.4681,93.4627,15.2968,17.9583,80.9298,3.0653,0.8216,8.127,0.3321,0.2374,0.2012,14.5663,16.7503,7.5968,2.5397,0.7094,0.4041,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
768,中航飞机,0.0949,-0.2744,4.3224,58.4421,2.4063,81.1125,93.6993,10.8716,1.6866,2.4122,1.0407,1.4812,0.6904,1.4956,1.2576,3.0183,0.7475,5.2185,0.617,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
776,广发证券,0.37,-1.1767,5.5832,63.2561,2.7215,,,,31.419,6.7759,2.6265,,,1.7222,,,,9.3329,0.0836,CSRC资本市场服务,Wind多元金融
777,中核科技,0.284,-0.0096,4.6174,40.9436,1.6933,61.5379,55.9759,28.3338,6.8307,6.2611,3.3697,2.6851,1.6558,0.7218,1.6051,2.548,0.7759,2.962,0.4933,CSRC通用设备制造业,Wind资本货物
778,新兴铸管,0.6604,1.2395,6.247,65.1748,2.8715,48.3222,69.9982,6.058,2.5776,10.7125,4.158,1.0592,0.7615,2.1882,10.9093,52.6871,3.1739,5.6616,1.6132,CSRC金属制品业,Wind材料Ⅱ
779,*ST派神,-0.07,0.0153,1.6517,24.5947,1.3262,54.0641,87.0905,13.3388,-4.8959,-4.0904,-3.0733,2.524,1.1635,0.3262,1.8968,6.4657,1.1601,3.081,0.6277,CSRC纺织业,Wind耐用消费品与服装
780,平庄能源,0.4,0.016,4.5969,16.3188,1.195,61.654,98.9542,31.2974,11.437,8.9531,7.5001,3.818,3.648,0.195,17.2141,6.5583,1.0634,3.0973,0.6558,CSRC煤炭开采和洗选业,Wind能源Ⅱ
782,美达股份,0.09,0.615,2.5669,48.0951,1.9266,47.8088,98.946,7.1548,0.8836,3.4489,1.5076,1.0046,0.6256,0.9745,9.0126,38.5969,3.3353,4.4184,1.7062,CSRC化学纤维制造业,Wind材料Ⅱ
783,长江证券,0.29,-0.7569,5.1096,61.2525,2.5808,,,,29.8771,5.7836,2.2793,,,1.5808,,,,10.3913,0.0763,CSRC资本市场服务,Wind多元金融
785,武汉中商,0.23,1.1924,3.1287,70.165,3.3518,50.9525,78.5814,20.227,1.8141,7.5992,2.7083,0.9241,0.6937,2.5887,9.0388,555.1881,3.0141,7.0888,1.493,CSRC零售业,Wind零售业
786,北新建材,1.177,1.9715,6.1331,52.6314,2.1111,27.0761,78.4138,26.5532,13.9871,20.6862,10.4284,0.6561,0.3435,1.4053,4.2786,35.1593,2.7321,1.5516,0.7456,CSRC非金属矿物制品业,Wind材料Ⅱ
788,北大医药,0.13,0.1614,1.7842,69.7721,3.3082,47.12,78.7271,18.5144,3.8503,7.377,2.3488,0.8578,0.6744,2.3888,4.5283,3.6613,1.2727,5.0642,0.61,CSRC医药制造业,Wind制药、生物科技与生命科学
789,江西水泥,0.4785,1.4165,4.1651,60.2432,2.5153,30.5854,79.9628,19.6245,6.0322,11.7958,3.9526,0.6349,0.4831,2.5435,6.6336,33.9738,2.1571,1.2071,0.6553,CSRC非金属矿物制品业,Wind材料Ⅱ
790,华神集团,0.0875,-0.1327,1.5603,40.1343,1.6704,60.3771,97.4378,37.6981,5.6435,6.4868,3.6933,1.5439,1.4009,0.6704,6.1283,2.4045,1.0835,3.5057,0.6544,CSRC金属制品业,Wind资本货物
791,甘肃电投,0.4549,1.594,4.5074,74.1722,3.8718,6.3777,15.0025,52.4116,21.9231,18.4075,4.9454,0.5731,0.5717,2.9918,15.648,23.5079,2.893,0.2941,0.2256,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
792,盐湖股份,1.5871,0.935,10.0158,58.3211,2.3993,29.1648,41.1355,55.8019,33.2728,17.0521,7.6643,1.2157,1.013,1.5537,1.9246,72.7196,0.7833,1.0631,0.2303,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
793,华闻传媒,0.2158,0.1303,2.2453,35.8177,1.5581,37.6254,90.179,38.0849,13.6722,10.3479,10.3017,1.1649,0.9747,0.7219,7.9033,19.9344,1.9114,3.8698,0.7535,CSRC新闻和出版业,Wind媒体Ⅱ
795,太原刚玉,0.05,0.222,1.3454,78.4707,4.6448,78.1027,99.3531,15.706,0.9968,3.9947,0.8412,1.0018,0.7258,3.7355,2.4333,4.2823,1.0884,6.392,0.8439,CSRC非金属矿物制品业,Wind材料Ⅱ
796,易食股份,0.0512,0.2808,1.8905,42.2295,1.731,58.6539,86.1105,45.5784,5.2781,2.7366,2.6448,1.613,1.5581,0.899,14.0577,3.96,0.8185,2.034,0.5011,CSRC餐饮业,Wind食品、饮料与烟草
797,中国武夷,0.25,1.8837,3.2069,76.0847,4.1814,88.9893,74.4147,26.6749,5.6834,8.0866,2.1759,1.5717,0.7528,4.0868,0.5445,5.3431,0.4309,20.2667,0.3829,CSRC房地产业,Wind资本货物
798,中水渔业,0.17,0.0445,2.5195,13.448,1.1554,63.0896,89.1595,14.7044,12.606,7.8677,6.9959,5.2618,2.6608,0.1574,1.5617,22.4694,0.8514,2.0917,0.555,CSRC渔业,Wind食品、饮料与烟草
799,酒鬼酒,1.5248,0.6707,5.7468,25.6357,1.3447,75.4388,99.0974,78.3598,29.941,30.5913,21.0868,2.9695,1.9905,0.3491,0.6247,380.4924,0.9319,4.178,0.7043,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
800,一汽轿车,-0.4648,0.9276,4.674,53.0138,2.1283,54.1435,94.8929,15.7286,-3.2179,-9.4734,-4.6138,1.0763,0.7771,1.1381,8.3203,279.3889,2.4485,6.9596,1.4338,CSRC汽车制造业,Wind汽车与汽车零部件
801,四川九洲,0.1665,-0.3546,2.9075,50.6198,2.0251,84.4732,97.5831,16.109,2.4763,6.4601,2.76,1.7101,1.4291,1.0739,5.752,3.3053,1.3615,12.5603,1.1145,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
802,北京旅游,0.1442,0.2215,4.389,13.2116,1.1522,40.0489,61.4663,54.8062,16.4656,3.3334,2.877,4.9317,4.8268,0.1531,9.7087,28.157,0.4029,0.6809,0.1747,CSRC公共设施管理业,Wind消费者服务Ⅱ
803,金宇车城,0.06,-0.0874,1.0217,54.3694,2.1915,55.6506,83.3099,16.9013,5.4527,6.5993,2.9392,1.2286,0.4869,1.1927,1.5048,22.2136,0.9847,7.3883,0.539,CSRC纺织业,Wind耐用消费品与服装
806,银河投资,0.0345,0.4337,1.2009,58.9718,2.4373,49.8075,69.7115,23.0622,2.7027,2.9238,1.1128,1.2116,0.921,1.4822,2.4422,1.8779,0.7502,2.1546,0.4117,CSRC电气机械和器材制造业,Wind资本货物
807,云铝股份,0.009,0.6212,2.5492,73.4207,3.7623,19.9055,53.08,5.773,0.2703,0.3417,0.1715,0.5108,0.2767,3.5216,7.1014,77.5495,2.7245,1.8153,0.6347,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
809,铁岭新城,1.15,-0.1642,4.9839,37.4992,1.6,93.6165,54.5812,71.7496,45.3025,26.0976,16.0278,4.5739,1.7198,0.6,0.1533,1.6109,0.3807,5.7589,0.3538,CSRC公共设施管理业,Wind房地产
810,华润锦华,0.0272,0.9985,3.8129,43.6865,1.7758,37.6494,96.9038,12.2412,1.586,0.7019,1.4749,0.8893,0.5045,0.9987,4.6415,15.0061,2.2209,1.9119,0.93,CSRC纺织业,Wind耐用消费品与服装
811,烟台冰轮,0.36,0.3802,3.1364,43.2979,1.7636,38.3791,77.7965,24.5694,9.3647,12.3005,6.3019,1.1394,0.674,0.7838,2.7551,6.3668,1.5959,4.6899,0.6729,CSRC通用设备制造业,Wind资本货物
812,陕西金叶,0.1852,0.0303,1.6441,31.394,1.4576,49.8513,100,34.8547,18.9449,11.7312,8.0666,1.5879,0.8687,0.5861,1.8087,7.6583,0.8742,1.1437,0.4258,CSRC印刷和记录媒介复制业,Wind商业和专业服务
813,天山纺织,-0.02,0.1606,2.3912,30.1876,1.4324,59.7613,77.0377,12.4497,-5.3551,-3.318,-2.181,2.5697,0.8347,0.4469,0.9421,6.4583,0.6309,2.1155,0.4073,CSRC纺织业,Wind材料Ⅱ
815,美利纸业,0.08,-0.1627,2.101,78.081,4.5623,30.2041,80.7431,12.6078,1.8467,3.7943,0.715,0.4791,0.1739,3.6773,1.5077,5.7016,0.9847,1.1121,0.3871,CSRC造纸和纸制品业,Wind材料Ⅱ
816,江淮动力,0.09,0.341,1.4977,61.3677,2.5885,44.8964,79.6872,17.1162,3.2989,5.3267,1.9141,0.9181,0.7269,1.9844,4.6899,16.0254,1.1599,4.6791,0.5802,CSRC通用设备制造业,Wind资本货物
818,方大化工,0.0264,0.0494,2.9111,25.0585,1.3344,24.3533,89.2206,5.8951,0.9155,0.9097,0.9161,1.0893,0.6294,0.3437,10.8781,160.6437,4.1408,2.075,1.0006,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
819,岳阳兴长,0.29,0.3753,2.7126,9.3104,1.1027,65.9079,100,7.9763,3.0399,11.0815,9.6971,7.079,6.6392,0.1083,63.6649,1486.7947,4.9505,14.5063,3.1899,CSRC石油加工、炼焦和核燃料加工业,Wind材料Ⅱ
820,金城股份,2.1,-1.285,0.533,76.6676,4.2859,28.2886,40.259,25.4001,320.8887,,66.9063,0.9165,0.7386,3.2859,3.9549,3.9554,1.3045,0.5379,0.2085,CSRC造纸和纸制品业,Wind材料Ⅱ
821,京山轻机,-0.24,0.3399,3.0859,27.0842,1.3714,56.1257,76.6608,8.9722,-16.0107,-7.5193,-5.4376,2.7032,1.707,0.3714,1.5506,2.9095,0.576,1.1673,0.3396,CSRC专用设备制造业,Wind资本货物
822,*ST海化,-0.58,0.3804,3.4995,44.5907,1.8048,23.7219,94.6416,1.4409,-10.9729,-15.1199,-8.48,0.5621,0.4171,0.8536,11.644,28.9857,2.9229,1.2384,0.7728,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
823,超声电子,0.4251,0.6911,4.3102,37.921,1.6109,55.4294,83.4501,20.6246,6.4614,10.1834,6.7836,1.7516,1.2686,0.7118,5.5529,4.3088,1.9318,2.6803,1.0499,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
825,太钢不锈,0.194,1.2135,4.2583,62.7114,2.6818,33.5959,59.0729,7.4252,0.9647,4.6497,1.4764,0.9069,0.4087,1.796,7.2957,76.5234,4.4557,2.9106,1.5304,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
826,桑德环境,0.77,-0.1618,5.9938,37.9079,1.6105,62.4456,73.0109,38.4606,20.6279,15.8564,8.6162,2.2562,2.2381,0.6252,45.0874,1.5324,0.7553,4.5892,0.4177,CSRC生态保护和环境治理业,Wind商业和专业服务
828,东莞控股,0.3417,0.5185,3.253,32.7633,1.4873,21.7961,52.9528,66.2103,48.1489,10.8298,7.0905,1.2563,1.2563,0.4873,,33.5783,0.738,0.2806,0.1473,CSRC道路运输业,Wind运输
829,天音控股,-0.02,-0.2613,2.2853,68.2513,3.1497,94.9615,93.3411,6.2775,-0.2818,-1.0395,-0.9363,1.4906,1.0785,2.9291,11.6687,18.6999,3.491,93.6706,3.3229,CSRC批发业,Wind技术硬件与设备
830,鲁西化工,0.232,1.0376,3.6339,66.6945,3.0025,17.4303,74.0103,12.2636,3.3057,6.5057,2.3268,0.3531,0.1693,2.0025,5.8227,3662.2588,3.6879,1.1991,0.7039,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
831,五矿稀土,0.292,0.0458,2.2745,20.916,1.2645,83.6733,99.3279,19.1395,6.6275,25.4564,11.2876,4.0275,2.4998,0.2645,5.989,130.9166,2.7661,11.2701,1.7031,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
833,贵糖股份,0.05,0.2195,3.13,29.1327,1.4111,52.3856,91.229,12.0919,1.2801,1.5002,1.0541,1.971,0.8555,0.4111,2.4307,28.7749,1.6158,1.9664,0.8235,CSRC造纸和纸制品业,Wind材料Ⅱ
835,四川圣达,-0.1138,0.1966,1.3905,34.6197,1.5295,72.2395,99.7557,9.2329,-3.0836,-7.9346,-5.2579,2.0918,1.2904,0.5301,5.2801,10.1907,2.405,8.8233,1.7051,CSRC石油加工、炼焦和核燃料加工业,Wind能源Ⅱ
836,鑫茂科技,0.0634,0.222,2.5783,57.4331,2.3492,61.9982,62.3163,16.7869,4.5891,2.4909,2.6777,1.7323,0.61,1.7919,1.196,6.4199,0.947,2.7577,0.5835,CSRC电气机械和器材制造业,Wind技术硬件与设备
837,秦川发展,0.034,-0.4474,3.1823,45.2112,1.8252,62.8873,85.2472,15.7116,1.1156,1.0629,0.6378,1.6317,0.8039,0.8578,1.5123,7.0442,0.8957,2.0567,0.5717,CSRC通用设备制造业,Wind资本货物
838,国兴地产,0.1726,-0.1256,1.8374,79.0858,4.7814,98.6391,59.2115,40.5283,11.1962,9.8578,2.2678,2.1064,0.2157,3.7814,0.133,34.8852,0.2049,87.2475,0.2026,CSRC房地产业,Wind房地产
839,中信国安,0.1084,-0.1764,3.6925,49.5099,1.9806,35.7221,81.1549,21.1791,8.7825,2.9325,1.5541,0.8891,0.7272,1.0045,2.178,3.0836,0.5089,0.5982,0.177,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
848,承德露露,0.55,0.8151,1.9861,46.9115,1.8836,55.8739,96.2522,38.2224,10.6488,28.6136,14.953,1.2374,0.8482,0.9104,4.5596,2991.6396,2.3605,9.1957,1.4042,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
