Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
850,华茂股份,0.37,0.629,3.4054,48.5021,1.9418,16.3607,51.6559,0.4532,16.1377,12.5656,5.1008,0.653,0.4528,1.0087,4.8715,16.7419,1.4972,1.1428,0.3161,CSRC纺织业,Wind耐用消费品与服装
851,高鸿股份,0.0718,-0.0709,4.1028,40.1339,1.6704,86.3173,97.4498,6.1731,0.4873,1.5948,0.7525,2.207,2.0108,0.6807,13.2812,6.5161,1.8536,26.5981,1.5442,CSRC零售业,Wind技术硬件与设备
852,江钻股份,0.33,0.4131,2.777,44.4679,1.8008,56.9493,99.5345,25.4532,7.0206,12.0159,6.345,1.2867,0.7264,0.8695,2.6275,3.8809,1.6047,2.3958,0.9038,CSRC专用设备制造业,Wind能源Ⅱ
856,冀东装备,0.19,0.0396,2.1119,72.5281,3.6401,74.9676,99.1425,15.1476,3.2274,9.331,2.8934,1.0426,0.8553,2.7977,4.9293,3.6184,1.2059,6.6914,0.8965,CSRC专用设备制造业,Wind资本货物
858,五粮液,2.617,2.305,8.2078,30.3365,1.4355,83.8106,99.5659,70.5316,37.9976,36.6085,25.162,2.7747,2.286,0.4406,1.3123,347.3568,0.8043,4.7712,0.6622,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
859,国风塑业,0.01,0.0282,2.2108,29.8543,1.4256,38.8616,97.2453,9.3772,0.3317,0.5113,0.3384,1.3386,0.9489,0.4256,8.0542,8.6209,2.5712,2.0333,1.0202,CSRC橡胶和塑料制品业,Wind材料Ⅱ
860,顺鑫农业,0.2869,-0.6442,6.58,76.0739,4.1795,68.6573,79.9459,26.8246,1.5656,4.3841,1.145,1.1289,0.4168,3.2901,1.2635,56.9193,1.0583,3.6053,0.7314,CSRC农副食品加工业,Wind食品、饮料与烟草
861,海印股份,0.87,0.4886,3.2617,57.2086,2.3369,41.3499,77.1525,44.531,20.2454,28.8592,11.8127,0.9368,0.4189,1.3512,1.5393,16.6957,1.2792,3.4026,0.5835,CSRC商务服务业,Wind零售业
862,银星能源,0.02,0.7742,1.167,90.1108,10.112,29.4392,21.7541,17.9312,-1.9613,1.7136,-0.3583,1.5018,1.0836,13.9317,1.5173,1.5406,0.5476,0.3742,0.1827,CSRC通用设备制造业,Wind资本货物
863,三湘股份,0.59,0.8026,1.84,73.3267,3.7491,87.1296,69.9121,35.7876,21.7937,37.8563,8.2341,1.6996,0.4218,2.8146,0.3427,56.198,0.4342,41.1236,0.3778,CSRC房地产业,Wind房地产
868,安凯客车,0.14,0.6006,1.8792,66.6835,3.0015,78.2843,87.3216,13.5818,2.5775,7.3518,2.5599,1.3444,1.216,2.0916,9.1012,7.071,1.2804,7.7584,0.9932,CSRC汽车制造业,Wind汽车与汽车零部件
869,张裕A,2.48,1.8995,8.6264,25.4046,1.3406,59.1387,96.3976,75.1735,30.1394,31.1333,22.0626,2.4149,1.2745,0.349,0.6963,43.06,1.1951,3.2877,0.732,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
875,吉电股份,-0.53,1.9828,2.336,84.3386,6.3851,8.9269,26.7545,6.9831,-10.7209,-20.6187,-2.8415,0.3956,0.3656,6.8982,24.3819,6.9031,2.1943,0.3441,0.265,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
876,新希望,0.98,1.1809,6.4702,41.3441,1.7049,35.1556,90.1342,5.3551,2.9957,16.394,9.4592,0.9434,0.5009,0.9083,16.103,118.6157,8.566,16.8419,3.1576,CSRC农副食品加工业,Wind食品、饮料与烟草
877,天山股份,0.37,0.3733,7.3454,60.3513,2.5222,19.9924,59.0623,20.3109,6.2596,5.8003,2.7942,0.5609,0.4124,1.7884,6.0915,17.0193,1.9195,0.8692,0.4464,CSRC非金属矿物制品业,Wind材料Ⅱ
878,云南铜业,0.02,1.7043,4.8829,74.3027,3.8915,62.8621,85.3281,7.0399,0.3212,0.3603,0.4208,0.9915,0.3465,3.413,3.0224,66.5204,2.1188,5.3875,1.31,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
880,潍柴重机,0.27,0.3355,4.2738,57.559,2.3562,34.677,94.4701,11.5075,3.5068,6.4638,2.6598,0.6377,0.4639,1.3562,7.8422,79.9583,1.9224,3.1483,0.7585,CSRC通用设备制造业,Wind资本货物
881,大连国际,0.65,2.6692,5.0145,63.9533,2.7742,47.8951,62.6365,23.2866,9.6154,13.7114,4.1046,1.1956,0.6938,2.5331,1.5865,12.2855,0.8875,0.9372,0.4269,CSRC综合,Wind资本货物
882,华联股份,0.049,-0.0301,2.7083,52.7526,2.1165,12.8691,72.1613,54.348,6.3053,1.8195,0.8008,0.3381,0.3381,1.3419,,26.4386,0.6391,6.7451,0.127,CSRC房地产业,Wind零售业
883,湖北能源,0.3,1.2148,4.8087,57.6424,2.3609,16.1623,33.8578,19.8806,6.8883,6.0885,2.2367,0.8281,0.7965,1.439,26.3907,9.2726,1.9379,0.4667,0.3249,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
885,同力水泥,0.3848,2.1813,5.0315,58.3469,2.4008,18.9807,55.229,22.7111,6.1128,10.5269,5.02,0.589,0.3307,1.843,7.6757,55.3646,3.8764,1.2333,0.8212,CSRC非金属矿物制品业,Wind材料Ⅱ
886,海南高速,0.093,0.3294,2.6279,12.5291,1.1432,74.0648,100,59.6674,26.7667,3.6063,3.0788,5.9114,4.1222,0.1439,0.21,2.9911,0.1598,1.6247,0.115,CSRC房地产业,Wind运输
887,中鼎股份,0.48,0.7032,3.1973,49.5446,1.9819,62.2986,72.8466,29.2252,16.2866,31.4343,15.7847,1.7261,1.1625,1.0162,3.0835,4.2405,1.5196,4.2569,0.9692,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
888,峨眉山A,0.8029,1.0451,4.489,18.3963,1.2254,22.0696,78.2457,46.8,19.8456,19.2891,14.9976,1.5332,1.375,0.2268,18.1065,66.3742,3.2046,1.2472,0.7557,CSRC公共设施管理业,Wind消费者服务Ⅱ
889,茂业物流,0.2475,0.3967,2.4275,40.6266,1.6843,54.7175,88.4646,21.3194,5.7224,12.1717,6.4557,1.5225,0.5425,0.6873,2.3452,59.9839,1.9221,5.614,1.1281,CSRC零售业,Wind零售业
890,法尔胜,0.0274,1.0372,2.744,59.4345,2.4651,53.5325,94.8301,14.7737,0.9822,1.0016,0.5546,0.9498,0.7081,1.6702,3.8904,2.9446,0.9896,2.1575,0.5647,CSRC金属制品业,Wind材料Ⅱ
892,星美联合,0.0033,0.0004,0.0145,11.7476,1.1331,100,100,40.7292,11.6856,25.6877,20.2331,8.5124,8.5124,0.1331,,,1.7315,,1.7315,CSRC电信、广播电视和卫星传输服务,Wind软件与服务
893,东凌粮油,0.16,-2.7883,1.5512,94.7811,19.1611,86.0699,92.3191,1.6665,0.47,11.193,0.7352,0.9836,0.7289,18.7472,6.0075,193.3451,1.88,11.0626,1.5643,CSRC农副食品加工业,Wind食品、饮料与烟草
895,双汇发展,1.31,4.1419,10.667,24.8038,1.3299,43.4149,93.8576,17.9851,7.7295,37.4258,25.0174,1.8649,1.3331,0.3528,17.2744,191.8678,6.5379,7.9596,3.2366,CSRC农副食品加工业,Wind食品、饮料与烟草
897,津滨发展,0.0427,0.8825,1.1364,73.8762,3.8279,95.3119,78.3986,16.5477,2.4751,3.8292,0.6374,1.6456,0.7631,4.256,0.3887,11.2379,0.2788,73.0981,0.2575,CSRC房地产业,Wind资本货物
898,鞍钢股份,-0.556,0.355,6.5459,52.3603,2.0991,26.6592,82.9214,2.7242,-5.6336,-8.5404,-4.2894,0.614,0.3719,1.1376,6.0786,37.6869,2.8092,1.4834,0.7614,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
899,赣能股份,0.255,1.4274,2.0351,78.5661,4.6655,14.5886,57.0933,17.0548,6.4168,13.2621,2.5635,0.3252,0.254,3.6906,8.6707,10.0387,2.3004,0.5858,0.3995,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
900,现代投资,0.83,1.7293,9.3771,52.2939,2.0962,17.3946,69.0412,64.4192,37.9529,12.0622,6.4831,0.4818,0.4727,1.0937,8.3666,11.9619,0.5349,1.1972,0.1708,CSRC道路运输业,Wind运输
901,航天科技,0.157,-0.2648,3.144,38.1999,1.6181,73.6193,82.6049,16.8822,3.3554,4.8891,3.4877,2.333,1.6046,0.6573,4.0821,4.8699,1.3967,8.3012,1.0394,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
902,新洋丰,-0.17,-0.1922,0.828,68.4333,3.1679,62.3848,99.9264,4.9431,-3.0002,-18.7407,-3.9761,0.9123,0.5997,3.6769,7.7913,9.1491,2.0868,4.9067,1.3253,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
903,云内动力,0.1,0.3776,3.8283,52.0357,2.0849,39.8882,62.4696,17.7717,1.8063,2.6162,0.8654,1.2271,1.0029,1.0976,4.5543,10.8852,1.112,1.6816,0.4791,CSRC通用设备制造业,Wind资本货物
905,厦门港务,0.45,0.4054,3.7379,40.7222,1.687,50.0391,93.6284,13.1256,9.1262,12.8184,8.0607,1.3124,1.169,0.7438,11.6263,5.5113,1.7851,3.3397,0.8832,CSRC水上运输业,Wind运输
906,物产中拓,0.06,1.2779,3.0235,64.2421,2.7966,84.2128,98.5166,1.4458,0.0829,2.0106,0.5028,1.3306,0.9608,2.4925,23.6791,72.7419,7.4272,87.6985,6.0649,CSRC批发业,Wind资本货物
908,天一科技,-0.2171,0.0013,-0.216,116.2523,,42.8061,99.0594,16.0335,-41.9543,,-15.3985,0.3717,0.2748,,3.0576,1.781,0.8051,1.3613,0.367,CSRC通用设备制造业,Wind资本货物
909,数源科技,0.14,0.1299,3.2818,80.3904,5.0995,90.9494,91.8293,13.6499,3.3039,6.7285,1.2281,1.232,0.3789,4.4721,0.5223,10.7251,0.4104,30.9977,0.3717,CSRC综合,Wind耐用消费品与服装
910,大亚科技,0.23,2.0323,4.4808,66.3305,2.97,59.657,83.9955,24.0042,2.9261,5.3709,2.722,1.0708,0.6095,2.4668,2.7291,9.3963,1.5863,3.2127,0.9302,CSRC木材加工和木、竹、藤、棕、草制品业,Wind材料Ⅱ
911,南宁糖业,-1.08,-0.3196,3.7546,79.6728,4.9195,55.7315,82.5179,12.5687,-9.9739,-24.9102,-6.2446,0.8477,0.6749,4.3436,6.2024,8.816,1.2432,1.4034,0.6261,CSRC农副食品加工业,Wind食品、饮料与烟草
912,泸天化,0.0271,-0.9512,3.8669,76.0189,4.17,35.2684,54.8734,17.6536,1.9069,0.6972,0.724,0.8455,0.7128,4.2846,4.8293,25.9498,1.1174,1.6861,0.3797,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
913,钱江摩托,0.02,0.3733,5.0529,41.1954,1.7005,61.405,85.7709,14.8027,-0.1335,0.493,-0.1255,1.7379,1.0407,0.7129,3.1237,5.7141,1.4998,5.5614,0.9406,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
915,山大华特,0.67,0.907,3.5131,29.498,1.4184,45.5448,80.3203,69.2905,26.8526,21.24,17.8252,1.9223,1.6826,0.6251,3.663,8.9475,1.5551,2.2378,0.6638,CSRC医药制造业,Wind制药、生物科技与生命科学
916,华北高速,0.19,0.2956,3.589,6.4685,1.0692,37.8788,85.6738,43.7271,29.9012,5.2271,4.5336,6.8351,6.8244,0.0703,80.952,21.4988,0.36,0.387,0.1516,CSRC道路运输业,Wind运输
917,电广传媒,0.63,0.5321,3.9763,67.9448,3.1196,35.6847,41.2615,40.8809,15.9765,17.2927,5.2814,1.2729,0.8462,2.2466,1.3473,12.793,0.9252,0.8366,0.3306,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
918,嘉凯城,0.06,0.9055,2.3449,79.3472,4.842,94.7068,74.0616,27.0648,0.3883,2.6719,0.1123,1.6116,0.3775,5.3112,0.2908,9.3182,0.3081,11.6513,0.2892,CSRC房地产业,Wind房地产
919,金陵药业,0.2848,0.4605,4.211,22.918,1.2973,62.724,95.4133,23.938,7.7772,6.8741,5.8228,2.8685,2.3279,0.3454,4.5797,7.7001,1.106,3.8849,0.7487,CSRC医药制造业,Wind制药、生物科技与生命科学
920,南方汇通,0.14,0.2963,2.3697,40.2343,1.6732,53.5439,92.1056,19.9776,5.0952,6.2387,5.8307,1.4449,1.025,0.8027,5.136,10.9023,2.0797,4.7738,1.1443,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
921,海信科龙,0.53,0.811,1.1167,79.6398,4.9115,64.456,94.9675,20.702,3.8626,61.9519,8.6994,0.8522,0.6024,4.8458,9.1511,14.3105,3.6581,9.8312,2.2522,CSRC电气机械和器材制造业,Wind耐用消费品与服装
922,佳电股份,0.36,0.0634,2.6438,51.0343,2.0422,77.471,91.6808,23.525,6.4824,27.0392,12.0293,1.6558,1.1121,1.0432,5.8163,6.1321,2.4677,9.879,1.8557,CSRC电气机械和器材制造业,Wind资本货物
923,河北宣工,0.0273,0.0261,3.0159,58.6741,2.4198,58.8783,94.1413,12.4819,1.2674,0.9167,0.3961,1.0659,0.6265,1.4198,0.9946,2.128,0.5031,3.1339,0.3125,CSRC专用设备制造业,Wind资本货物
925,众合机电,0.12,0.2642,3.5201,65.5169,2.9,61.6929,82.1444,16.7523,2.7146,3.3238,1.1693,1.1463,1.0534,1.9,6.0797,1.296,0.6323,7.633,0.4308,CSRC专用设备制造业,Wind资本货物
926,福星股份,0.86,1.08,8.091,70.9026,3.4367,88.0072,73.6634,28.0868,9.8142,10.7229,2.5854,1.685,0.7456,3.1366,0.4298,10.4507,0.2992,3.0346,0.2634,CSRC房地产业,Wind房地产
927,一汽夏利,0.0214,-0.6422,2.3004,58.8348,2.4292,24.6593,88.4986,3.9538,0.5076,0.9323,0.4187,0.4736,0.3157,1.442,9.6791,216.5123,2.9489,2.4521,0.8249,CSRC汽车制造业,Wind汽车与汽车零部件
928,*ST吉炭,-0.6362,0.2055,2.8319,67.2924,3.0574,68.9758,98.5814,8.0369,-11.9902,-20.7048,-7.3077,1.0398,0.2631,2.0574,1.0911,5.9956,0.8872,2.7196,0.6095,CSRC非金属矿物制品业,Wind材料Ⅱ
929,兰州黄河,0.117,0.2728,3.1667,30.2385,1.4335,64.3783,91.1925,38.4397,5.4947,3.8315,3.3863,2.3346,1.5529,0.7156,1.8793,31.1958,0.9584,2.2631,0.6163,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
930,中粮生化,0.19,0.2786,2.9445,55.2548,2.2349,29.2598,75.1277,10.0235,2.6061,6.5878,3.0212,0.7049,0.2875,1.3347,7.0905,29.2246,4.1542,1.8966,1.1593,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
931,中关村,0.0443,-0.044,1.1279,80.2254,5.057,80.3419,91.7104,17.243,0.961,4.0018,0.7371,1.092,0.714,4.4228,2.1791,2.1609,0.9495,6.5856,0.7669,CSRC建筑安装业,Wind房地产
932,华菱钢铁,-1.0792,1.9189,3.3125,82.1957,5.6166,27.6301,86.6647,1.6294,-5.8445,-27.985,-4.5687,0.3879,0.2086,5.4009,5.9162,44.373,2.1654,1.46,0.7826,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
933,神火股份,0.114,0.8775,3.8853,74.4141,3.9084,25.5312,78.6936,8.1017,0.4265,3.1378,0.3421,0.436,0.3352,4.0015,11.2429,161.0189,2.8173,2.2174,0.8021,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
935,四川双马,0.01,0.4407,3.1553,31.7421,1.465,19.4566,89.5067,9.0208,3.8736,0.4387,1.4686,0.6848,0.5291,0.7995,6.8424,8.8115,1.8846,0.608,0.3791,CSRC非金属矿物制品业,Wind材料Ⅱ
936,华西股份,0.19,0.0186,2.4741,33.256,1.4983,44.8974,92.6417,5.5577,5.9024,7.6514,5.2219,1.4573,1.1763,0.5344,11.2126,32.4431,2.0467,4.392,0.8847,CSRC化学纤维制造业,Wind材料Ⅱ
937,冀中能源,0.9731,1.0643,6.4719,54.5574,2.2006,40.2828,63.5503,28.0252,7.6973,15.3925,5.9231,1.1618,1.0886,1.4618,19.5385,9.4448,1.864,2.2547,0.7695,CSRC煤炭开采和洗选业,Wind能源Ⅱ
938,紫光股份,0.351,-0.6303,4.5845,56.232,2.2848,67.2304,96.098,4.404,1.3636,8.285,3.6948,1.2441,0.9193,1.6021,15.5084,12.3713,4.2342,159.037,2.7095,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
939,凯迪电力,0.04,-0.3781,2.6644,73.5982,3.7876,28.1495,50.9195,25.1309,2.8704,1.397,0.7189,0.7511,0.7167,3.5526,12.4037,1.9646,0.875,0.8061,0.2505,CSRC煤炭开采和洗选业,Wind能源Ⅱ
948,南天信息,0.0276,-0.0905,5.5805,40.5813,1.683,62.3685,94.3518,22.4491,0.3335,0.4933,0.2783,1.6289,1.1526,0.6882,3.7484,4.6401,1.3071,6.8169,0.8344,CSRC软件和信息技术服务业,Wind资本货物
949,新乡化纤,-0.1685,0.8385,2.0525,61.5029,2.5976,40.5225,87.903,4.9071,-4.0978,-7.8879,-3.0457,0.7495,0.3965,1.5976,3.6227,19.354,1.7504,1.5875,0.7432,CSRC化学纤维制造业,Wind材料Ⅱ
950,建峰化工,0.2,0.5833,4.0482,53.0832,2.1314,37.3001,20.1736,15.1488,3.612,5.0367,2.5244,3.4831,2.9552,1.1351,10.0096,1179.0942,2.0807,1.9999,0.6989,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
951,中国重汽,0.11,2.612,8.8672,69.3209,3.2595,78.1006,78.5155,7.4894,0.6007,1.2454,0.7163,1.4349,0.9875,2.5622,4.414,13.052,1.4715,8.9174,1.1925,CSRC汽车制造业,Wind资本货物
952,广济药业,-0.38,0.4292,2.8563,51.1529,2.0472,26.7237,80.0479,3.4489,-26.2712,-12.4514,-6.7621,0.6526,0.3671,1.1071,1.9737,7.6304,0.879,0.628,0.2574,CSRC医药制造业,Wind制药、生物科技与生命科学
953,河池化工,-0.0537,0.0499,2.3269,66.984,3.0288,31.9861,79.6427,3.626,-1.7256,-3.1456,-0.85,0.5996,0.3535,2.0288,3.0284,13.7251,1.3211,1.5334,0.4926,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
955,欣龙控股,0.0016,0.0153,1.7534,30.997,1.4492,54.3434,80.2529,16.7097,0.2596,0.1423,0.0661,2.1846,2.0576,0.4523,5.2848,11.2061,0.5349,0.663,0.2548,CSRC纺织业,Wind耐用消费品与服装
957,中通客车,0.24,0.583,2.8817,74.5591,3.9307,73.4243,90.5248,14.8288,1.9997,8.8206,2.3041,1.0879,0.8998,2.9402,6.5418,4.1124,1.5239,9.1593,1.1522,CSRC汽车制造业,Wind汽车与汽车零部件
958,东方热电,-0.22,0.1891,-2.5125,155.5939,,24.0655,83.852,-2.5557,-8.0234,,-4.9203,0.1845,0.1193,,6.0441,6.5889,2.4866,1.1638,0.6132,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
959,首钢股份,-0.1204,0.111,2.4756,51.6124,2.0666,18.3437,59.9642,-1.2178,-5.2918,-4.7834,-3.279,0.5927,0.3494,1.1328,7.4207,42.985,2.7716,1.1421,0.6197,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
960,锡业股份,0.0641,0.3051,4.888,78.013,4.5481,56.2599,86.2617,9.3553,0.247,0.668,0.201,0.836,0.2366,3.5677,2.0032,51.3193,1.4947,2.6764,0.8136,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
961,中南建设,0.88,-0.2379,5.5432,82.8624,5.8351,91.8632,89.0941,32.5723,8.2234,17.3367,2.6334,1.2443,0.494,6.1234,0.3875,3.0197,0.3505,7.3498,0.3202,CSRC土木工程建筑业,Wind资本货物
962,东方钽业,0.2364,0.1288,5.5502,47.0915,1.8901,56.4916,64.0333,12.2006,4.5699,4.3299,2.2342,1.8734,0.9871,0.8911,1.6754,4.0366,0.8337,1.5986,0.4889,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
963,华东医药,1.08,1.4807,4.6048,64.1817,2.7919,78.9129,97.5542,19.5441,4.2564,26.643,10.0232,1.2603,0.886,2.0997,8.898,6.8272,2.9545,21.2555,2.3548,CSRC零售业,Wind医疗保健设备与服务
965,天保基建,0.23,0.0739,3.542,46.8943,1.883,86.0634,99.9215,29.7923,13.9859,6.6487,3.3177,1.8367,0.2692,0.883,0.2362,105.5765,0.2755,9.8469,0.2372,CSRC房地产业,Wind房地产
966,长源电力,0.1527,4.5306,2.4811,84.9596,6.6488,16.3643,56.9771,11.5707,1.7926,6.3443,0.9593,0.3381,0.2693,7.6383,10.0348,8.6276,2.4545,0.813,0.5352,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
967,上风高科,0.19,0.5739,3.666,53.9878,2.1733,63.6925,92.2704,8.721,1.9023,7.0334,2.5114,1.2786,1.0709,1.3303,11.8176,4.2834,1.8961,9.0178,1.3202,CSRC电气机械和器材制造业,Wind资本货物
968,煤气化,-0.6852,0.7795,5.2755,63.1306,2.7123,22.4173,59.1617,17.0342,-9.4063,-11.993,-3.6496,0.6002,0.526,2.2022,8.6407,9.2415,1.3877,1.6765,0.388,CSRC石油加工、炼焦和核燃料加工业,Wind能源Ⅱ
969,安泰科技,0.0854,0.6775,3.8437,39.0002,1.6393,53.9069,55.1989,16.0732,2.4935,2.2818,1.3102,2.5041,1.8428,0.8947,2.6305,5.6202,0.9494,1.7286,0.5255,CSRC金属制品业,Wind材料Ⅱ
970,中科三环,0.62,3.5213,6.1747,25.5566,1.3433,77.7474,81.227,33.0692,16.0567,23.7862,15.6116,3.7453,3.0148,0.4025,3.2537,4.941,1.242,6.7094,0.9723,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
971,蓝鼎控股,0.03,-0.2422,0.1388,93.4209,15.1996,29.7822,98.6507,1.6609,3.9257,43.6007,1.3076,0.3232,0.1985,14.1998,1.1716,9.7342,0.8357,0.9743,0.3331,CSRC纺织业,Wind耐用消费品与服装
972,新中基,0.08,-0.0587,0.8588,94.1594,17.1215,46.487,98.111,18.1289,0.4749,20.5426,0.1447,0.5032,0.2902,8.475,1.0641,4.0604,0.6179,0.6619,0.3048,CSRC农副食品加工业,Wind食品、饮料与烟草
973,佛塑科技,0.14,0.5473,2.1728,54.2451,2.1856,44.4374,72.7788,13.9272,3.2681,6.3827,2.5102,1.1256,0.5096,1.3126,2.4936,16.2321,1.6216,3.0514,0.7681,CSRC橡胶和塑料制品业,Wind材料Ⅱ
975,银泰资源,0.026,0.7763,1.5168,40.0626,1.6684,52.5218,100,42.9599,6.3575,1.7188,1.1289,1.311,1.3043,0.7031,30.7212,161.0355,0.4035,0.3829,0.1776,CSRC有色金属矿采选业,Wind材料Ⅱ
976,春晖股份,0.02,-0.0547,0.9076,50.2724,2.011,45.7265,100,-0.4329,0.9756,2.4482,1.1587,0.9096,0.6105,1.011,8.7475,135.2928,2.6535,2.4213,1.1877,CSRC化学纤维制造业,Wind材料Ⅱ
977,浪潮信息,0.5414,-1.3964,5.6403,46.7745,1.8788,57.7521,94.2706,21.444,3.1376,6.137,3.5143,1.3097,0.7931,0.8788,4.5666,8.7501,2.144,14.5106,1.1201,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
978,桂林旅游,0.162,0.3242,3.9766,34.8301,1.5345,25.0348,68.6783,47.1941,11.153,4.1169,2.3685,1.0466,0.7262,0.5526,1.7495,5.2146,0.7561,0.5278,0.2124,CSRC公共设施管理业,Wind消费者服务Ⅱ
979,中弘股份,0.57,0.3548,2.7762,68.0794,3.1328,78.5608,54.3384,60.3728,27.1082,42.5815,13.5317,2.1237,0.8734,2.1753,0.3253,21.4302,0.5852,46.148,0.4992,CSRC房地产业,Wind房地产
980,金马股份,0.09,0.6218,3.8552,33.8511,1.5117,60.7585,97.6969,16.5844,3.3423,2.2797,1.5129,1.8372,1.3449,0.5151,2.1001,2.8782,0.7854,1.2733,0.4527,CSRC汽车制造业,Wind汽车与汽车零部件
981,银亿股份,0.84,-0.5548,4.3442,79.0009,4.7621,82.5253,73.0651,42.1392,20.3908,21.2724,4.1323,1.4297,0.1877,3.9738,0.1666,64.8843,0.2463,7.0999,0.2027,CSRC房地产业,Wind房地产
982,中银绒业,0.47,-0.5616,2.3688,66.0087,2.9419,77.6905,83.8151,24.9828,11.5152,22.232,6.4279,1.4043,0.5739,1.9586,0.832,3.7102,0.699,3.8817,0.5582,CSRC纺织业,Wind耐用消费品与服装
983,西山煤电,0.5745,0.8629,4.7687,60.9906,2.5635,33.906,59.8403,28.3461,6.3888,12.4969,4.7635,0.929,0.807,1.8315,9.7041,16.0868,1.9754,1.6259,0.7456,CSRC煤炭开采和洗选业,Wind能源Ⅱ
985,大庆华科,-0.01,0.5444,3.6442,21.2865,1.2704,18.3765,67.3719,8.4364,-0.1347,-0.3345,-0.2721,1.2814,0.5247,0.2704,14.0322,635.6214,8.2463,3.4463,2.0202,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
987,广州友谊,1.06,1.1657,5.4634,44.8658,1.8138,88.3194,99.189,22.5313,8.5535,20.5168,10.963,1.9846,1.8562,0.8145,17.9729,3257.0186,1.4832,28.2567,1.2817,CSRC零售业,Wind零售业
988,华工科技,0.17,-0.0549,2.9362,33.784,1.5102,63.2617,95.1534,24.6689,8.5972,5.8361,3.9515,1.9679,1.42,0.5125,1.9467,2.3185,0.715,2.1696,0.4596,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
989,九芝堂,0.37,0.2949,4.9255,20.2921,1.2546,60.9574,88.7798,54.5321,10.719,7.6542,6.141,3.3837,2.8246,0.2548,2.7755,10.8984,0.8748,4.6043,0.5729,CSRC医药制造业,Wind制药、生物科技与生命科学
990,诚志股份,0.092,0.3755,5.4141,45.5937,1.838,50.403,97.9803,8.0497,0.7529,1.7002,0.798,1.1283,0.9928,0.8601,18.0628,9.6508,2.0334,5.294,1.0599,CSRC化学原料和化学制品制造业,Wind制药、生物科技与生命科学
993,闽东电力,0.15,0.4991,4.1895,54.3641,2.1913,42.9528,77.3154,24.0946,4.4296,3.6499,1.7138,1.0219,0.4695,1.25,1.3774,29.9366,1.0275,1.1305,0.3869,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
995,皇台酒业,0.06,0.1248,1.0496,58.4247,2.4053,40.678,99.5214,61.1442,7.5082,5.5952,2.2811,0.6996,0.2512,1.4053,0.4728,19.745,0.8013,0.9172,0.3038,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
996,中国中期,0.2979,-0.0122,2.3944,12.3727,1.1412,25.75,56.575,12.1988,80.6966,13.2646,11.828,3.6787,3.2495,0.1413,3.6726,42.3952,0.5927,1.1193,0.1466,CSRC批发业,Wind运输
997,新大陆,0.16,0.3245,2.8341,49.3989,1.9762,85.1934,67.0372,33.9501,6.7034,5.7043,3.3205,2.5726,1.1902,1.0191,0.6947,5.7122,0.5844,8.6531,0.4953,CSRC软件和信息技术服务业,Wind软件与服务
998,隆平高科,0.41,0.5035,2.9367,54.3136,2.1888,64.614,72.3801,32.9916,16.5477,14.9106,8.5899,1.6436,0.6547,1.5976,0.9473,11.3909,0.7855,3.3811,0.5191,CSRC农业,Wind食品、饮料与烟草
999,华润三九,1.04,1.2416,5.4554,35.2553,1.5445,48.0454,88.5816,61.1352,15.6882,20.5804,13.3374,1.5385,1.2322,0.5718,3.5539,14.9839,1.6637,4.0376,0.8502,CSRC医药制造业,Wind制药、生物科技与生命科学
